Ticker,Latest Price ($),Daily Return,Volatility,Predicted Prob Up (%),Accuracy (%),Precision (%),Recall (%),F1 Score (%),RSI_14,Top Features,Score,Rating,Model
JMAT.L,1882.0,-0.007907221929362107,0.03584828891425594,90.17119160956338,58.958333333333336,41.89814814814815,16.40440954394443,19.21319391080751,49.23076923076923,"Trend_MA50, Volatility_30, Momentum_20",61.2,Above Average,catboost
RTX,189.7100067138672,-0.016282080841433788,0.01677346961609558,64.93745455033886,59.36842105263158,41.666666666666664,12.924662585104011,18.68860728583638,18.652669618560978,"Volatility_30, Trend_MA50, RSI_14",61.1,Above Average,catboost
BA,190.52000427246094,-0.019757132773368102,0.02020181654473981,54.00022199118831,61.473684210526315,54.50396825396825,16.078974562798095,23.98398702746529,23.419689192307942,"Volatility_30, Trend_MA50, Return_10d",61.1,Above Average,catboost
STX,380.07000732421875,0.0033791777777187892,0.04182698711618433,78.65620821790883,46.73684210526316,55.057240559024685,45.84559884559885,42.78000404988381,51.3546729731906,"Volatility_30, Trend_MA50, Momentum_20",61.0,Above Average,catboost
DIA.MI,58.2599983215332,-0.01621078823676736,0.032667618077103215,69.59517922139362,61.041666666666664,26.294863752278218,32.79537456008045,28.255328499230938,26.530629514401497,"Volatility_30, Trend_MA50, Momentum_20",60.9,Above Average,catboost
ANTO.L,3266.0,0.006161429451632783,0.04334757537787825,82.98945731855616,51.04166666666667,36.861471861471856,16.82884871120165,21.133015465493,38.02902055622733,"Volatility_30, Trend_MA50, Momentum_20",60.8,Above Average,catboost
FLTR.L,7602.0,-0.016304347826086918,0.03574115545177947,70.4332944945645,58.541666666666664,40.23946186989665,40.47293490319995,38.971251365267584,35.19362186788155,"Volatility_30, Trend_MA50, Momentum_20",60.8,Above Average,catboost
BX,108.06999969482422,-0.014229659743470569,0.02817520360268379,90.31011346987098,52.210526315789465,38.47324414715719,26.23386811097467,30.11304650853166,45.50522042318445,"Volatility_30, Trend_MA50, Return_10d",60.7,Above Average,catboost
ISP.MI,5.0980000495910645,0.004730029248331213,0.019810608371620398,80.33863720331806,58.541666666666664,48.00824175824175,24.218906416580836,30.997510097936146,45.33566693758094,"Volatility_30, Momentum_20, Trend_MA50",60.5,Above Average,catboost
MCG.L,18.280000686645508,-0.024025566822682975,0.07946022251281747,63.16069262511815,60.0,36.470588235294116,23.50070126227209,26.57953484671442,19.88795795070598,"Volatility_30, Momentum_20, Trend_MA50",60.4,Above Average,catboost
BTRW.L,255.6999969482422,-0.046962323585527765,0.026194599921887305,62.20902188554413,63.125,34.8040293040293,23.599472990777336,27.643410543926386,26.600016326891833,"Volatility_30, Momentum_20, Trend_MA50",60.4,Above Average,catboost
NOVO-B.CO,228.5,-0.04172781327567776,0.0354592123383047,58.44444851510618,63.78947368421052,50.15186615186616,41.96696696696697,44.88735123008532,30.204087860730226,"Volatility_30, Trend_MA50, Momentum_20",60.4,Above Average,catboost
ISRG,452.6600036621094,-0.0339131032863893,0.01436621219600357,59.79565960023462,57.473684210526315,37.418072123954474,39.1580459770115,37.16824491985783,25.08526376647785,"Volatility_30, Trend_MA50, Momentum_20",60.3,Above Average,catboost
SJM,95.23999786376953,0.0013668095109213851,0.022088300091125373,71.41877564736282,63.1578947368421,24.980158730158728,14.256233421750665,17.368897860005934,1.4851421042237973,"Volatility_30, Trend_MA50, Momentum_20",60.0,Above Average,catboost
FICO,1011.0599975585938,-0.027677305362094562,0.04394175101103348,58.465098058907074,53.89473684210526,40.932740912456936,40.01433106975924,37.568805463542304,22.264056993451987,"Volatility_30, Return_5d, Momentum_20",60.0,Above Average,catboost
UBSG.SW,29.3799991607666,-0.005416443798301973,0.016079094296821254,80.84963856389258,56.8421052631579,44.77871148459384,29.072134424061403,33.634695083532584,47.79410320995411,"Volatility_30, Trend_MA50, RSI_14",59.9,Neutral,catboost
MCO,424.8399963378906,-0.017211072597427268,0.02229624643589589,66.75264669925653,53.05263157894738,32.858333333333334,27.370021283064762,29.359698898052635,28.329333865896743,"Trend_MA50, Volatility_30, Momentum_20",59.9,Neutral,catboost
V,295.5199890136719,-0.03276277225024915,0.014941625508180458,54.55305042029038,58.315789473684205,44.37977998378367,39.67216117216117,35.251080008916084,25.68368829532605,"Volatility_30, Trend_MA50, Return_10d",59.9,Neutral,catboost
